Id,Price
1,450527.29944682895
2,817074.2555617406
3,947277.4812054021
4,779755.7493504791
5,892628.2713829828
6,225132.75088989193
7,1057682.4702930094
8,491691.94478278403
9,774014.952887865
10,311142.74269168824
11,261605.1147934209
12,467845.0352979532
13,903505.4189862596
14,248364.8232063944
15,620666.8905606365
16,648638.8127900213
17,972401.1604378961
18,729843.2977137124
19,820047.5248249229
20,358531.16551736195
21,668278.0107250849
22,542329.454391149
23,490459.9307663996
24,655478.7910960201
25,483903.49733021436
26,568049.4199256859
27,693879.4121741854
28,514115.48994254845
29,324114.78446340316
30,320580.5704959896
31,449478.60312740586
32,317549.2132523195
33,972435.7757145213
34,736195.9030629653
35,593076.1514814659
36,639605.7051524257
37,411994.01107796235
38,745786.188856666
39,735816.5714263853
40,436898.0066020463
41,99265.07522256172
42,255196.3115912031
43,195849.32870991062
44,0.0
45,134306.84138711082
46,637051.9870808733
47,680845.3943597887
48,383571.348317621
49,250579.34427430888
50,660395.9763720195
51,560384.8901982581
52,288836.4391555088
53,544782.2835847901
54,319640.0574488705
55,408643.64662159345
56,364458.932810082
57,841641.165110701
58,137017.2980227255
59,131241.76554159488
60,641565.2658504319
61,408050.76946767303
62,985591.3837845917
63,184258.07035977393
64,428141.1502412767
65,572319.9167763477
66,1014719.8017488726
67,836645.6646573476
68,679501.7888980148
69,377707.6214818724
70,668899.5539931187
71,219392.0253280289
72,392509.9356030867
73,778341.9426056198
74,749475.1350290867
75,368165.9477713253
76,322098.82799647923
77,927924.4384337794
78,914666.0269954602
79,415434.71176490106
80,381774.18950515223
81,768124.1924528335
82,883311.0038865996
83,74436.61652219633
84,1075531.6014995715
85,278992.7067567152
86,531260.0446392593
87,701735.0617917174
88,548317.0644380474
89,773509.2416283118
90,243676.9666475259
91,218297.0929985966
92,358249.75910404127
93,428835.74595116556
94,2000786.73715891
95,183971.29145418678
96,1108359.8596315878
97,810925.9982932886
98,672185.7939923524
99,349377.7715905586
100,201135.16969356756
101,187894.19288674346
102,731321.3476251563
103,392667.77847833076
104,782418.3313197587
105,798542.9375276554
106,151866.4521788587
107,37927.35011497163
108,237850.32999119692
109,333346.6283336757
110,349626.9110482802
111,252793.49008535326
112,1103312.198268847
113,504684.35379546764
114,401492.9292289347
115,814865.2164151832
116,225376.17695613444
117,504704.39425001043
118,559867.7470980805
119,424685.8110241015
120,884341.5173917606
121,285301.3852068328
122,467212.3938803075
123,1563256.8055634792
124,1452381.7119990913
125,1386234.429781263
126,302995.45345753984
127,695288.4615806087
128,492718.1522147329
129,839950.4928437837
130,470770.45007510635
131,1835061.4145197633
132,665907.0478166292
133,358954.535764214
134,523059.9579487708
135,284801.6645722858
136,533845.2605981453
137,617927.5788324324
138,524671.1890916248
139,244222.16137936583
140,477702.4094594816
141,692182.0653356765
142,1013215.4080565947
143,408989.8594261609
144,832424.6191038353
145,402302.56653293525
146,342030.05829211324
147,342071.22705260536
148,384785.4250350411
149,651118.2346284821
150,284902.4116589322
151,1252614.2019738383
152,1377994.7136289473
153,482348.34807270597
154,451772.5331696874
155,348626.33300457394
156,491515.9200453765
157,420086.15451205685
158,401492.18947631196
159,723903.5521600402
160,512159.0886990674
161,349566.5916143975
162,448778.2152452546
163,854297.50893259
164,684075.3453257737
165,127912.74089766282
166,701409.6822472798
167,1279047.0833114863
168,728479.066053452
169,402437.26431402296
170,424626.15186767455
171,694012.7755467431
172,207691.60149094404
173,538752.2853149277
174,439967.1949883102
175,804418.2142421291
176,217889.04530628573
177,445317.257316928
178,332385.6832508585
179,605141.4835572153
180,443173.4157174092
181,446165.7453814775
182,674459.1462759126
183,517485.84889694944
184,761749.5464185528
185,240531.47188105172
186,238191.00847145973
187,1172640.3103727563
188,276402.4262117318
189,1932426.7081538837
190,484010.5863644394
191,609836.255959163
192,641276.4384150149
193,607803.3638925801
194,426236.52153912693
195,705127.5486247241
196,635231.679396744
197,992786.9874653502
198,619548.0891805072
199,486903.82006247726
200,734647.867649977
201,632999.9319155781
202,531151.0854626925
203,499664.5223834643
204,432257.14139912854
205,277392.9496496886
206,532359.4620465882
207,1579150.7709723816
208,803444.0560735764
209,368557.3119981154
210,381861.5278982419
211,424434.45305049064
212,490480.6084835153
213,309559.55298049713
214,312526.08030247653
215,584737.6986008682
216,65206.11869339016
217,620099.3866397049
218,424604.9145369349
219,507259.9007190521
220,670909.324462298
221,578489.9645374031
222,412300.32535898197
223,606895.7906759557
224,460075.93293825025
225,530437.5281368694
226,852745.8094490392
227,451464.8885300439
228,429770.72709006
229,606416.6514798673
230,495435.8872500053
231,502675.29625219846
232,353151.6399294392
233,318151.3754432413
234,665931.8772742974
235,597235.2052010004
236,427857.39910861617
237,603881.0769003179
238,593347.7719647556
239,361271.71607049694
240,397412.7954039251
241,338171.0781514323
242,605372.4574519446
243,214951.40000669583
244,962037.3223705825
245,567478.3200530437
246,509654.65231932804
247,485324.1898998266
248,246123.27449520095
249,248481.51976342424
250,719070.899128348
251,445275.8966590072
252,631916.623892817
253,590831.3631890939
254,283203.1107605568
255,302181.1935720296
256,323994.30563878984
257,154024.53723553388
258,945684.4295566505
259,353652.6013064254
260,262676.4181279404
261,390298.0653764183
262,451318.22009180643
263,330461.69020216167
264,492509.4679322418
265,199093.3539179106
266,453597.4780970963
267,464226.6580327411
268,356557.23524198914
269,1340212.7183236852
270,716082.0728722231
271,157444.0240493178
272,218110.21489150537
273,423620.19626568747
274,676052.2055890667
275,327962.4519733141
276,329407.2673312519
277,837814.5857154974
278,191220.65027881291
279,809292.285321103
280,599235.6673121052
281,399855.20917644294
282,347787.0483014891
283,470588.77324680495
284,446352.2987564383
285,1901433.4492894039
286,555968.7121055735
287,313196.2733948462
288,68709.45213377854
289,1028568.1266693405
290,481322.75041607436
291,572849.3252877499
292,516425.75183807785
293,622618.4722634902
294,1076663.4097756047
295,430817.11546125804
296,340720.1778037104
297,693249.0454537532
298,298786.8030630662
299,1209382.5550557687
300,510400.2519198538
301,667272.7373084393
302,653025.5746878656
303,628009.0066928397
304,508511.3898739342
305,960135.9588853538
306,862282.5395442109
307,544642.0129158198
308,1200582.1428589015
309,313643.72197146283
310,1014662.3168106852
311,520549.89396227535
312,1185956.1909200088
313,519742.54200461955
314,855982.4710038631
315,282771.2855263095
316,390127.3099208209
317,706185.0390335746
318,162727.25333538873
319,763978.8870433315
320,346188.5316617574
321,2225519.3016755893
322,147394.4320444853
323,264992.344655188
324,507926.5181913006
325,593985.1488313149
326,498958.3210167447
327,554777.8961849113
328,176373.2145770592
329,541375.357724936
